PolityKey,PolityName,Administrative levels,Military levels,Religious levels,Settlement hierarchy,start_year,end_year,duration_years,PC1_hier,PC2_hier,PC3_hier,PC1_squared,PC1_x_PC2,collapsed
44,EgRegns,4.0,3.0,2.0,4.0,-2150.0,-2016.0,134.0,-0.36089827313941764,-0.3273920201667266,-0.5856981996215923,0.13024756355501368,0.11815521471779701,1
45,EgSaite,5.0,6.0,3.0,4.0,-664.0,-525.0,139.0,0.7943132704989632,-0.18072435005122256,0.25022577588123834,0.630933571690759,-0.14355174954798605,1
46,EgThebH,5.0,6.0,3.0,4.0,-1720.0,-1567.0,153.0,0.7943132704989632,-0.18072435005122256,0.25022577588123834,0.630933571690759,-0.14355174954798605,1
47,EgThebL,5.0,4.0,3.0,3.0,-1069.0,-747.0,322.0,0.0664016229581115,0.18994371122582931,-0.1691580474520407,0.0044091755314712,0.012612570696081928,0
48,EgTulIk,5.0,6.0,2.0,6.0,868.0,969.0,101.0,1.146199470732405,-1.0988109177091565,-0.24496724306301196,1.3137732267072455,-1.2594564923132234,1
49,EsHabsb,6.0,13.0,10.0,7.0,1516.0,1700.0,184.0,5.20687064405248,1.992428687833479,1.3903262691249199,27.11150190389549,10.374318445048145,1
50,EtAksm1,4.0,5.0,2.0,4.0,-149.0,349.0,498.0,0.06602570238342778,-0.4872371648572937,0.10335864237254909,0.004359393375224981,-0.03217017603701281,0
51,FmTrukE,2.0,3.0,1.0,1.0,1775.0,1886.0,111.0,-2.043423306099091,0.028646689774983077,0.5744904129602828,4.17557880790894,-0.05853731352879095,1
52,FmTrukL,4.0,3.0,1.0,2.0,1886.0,1948.0,62.0,-1.2129627609780014,-0.40218692147872126,-0.002199143922393521,1.471278659519376,0.4878377587060724,1
53,FrBurbE,6.0,10.0,7.0,6.0,1589.0,1660.0,71.0,3.5152295773424926,0.9536971180009212,0.7588730799269925,12.35683898142348,3.3524643170231316,1
54,FrBurbL,6.0,12.0,6.0,6.0,1660.0,1789.0,129.0,3.692064409062767,0.29741123882538956,1.492082940298608,13.631339600668,1.0980614497224874,1
55,FrCaptE,4.0,5.0,6.0,4.0,987.0,1150.0,163.0,1.0663822775937117,1.4985257730825636,-0.07325343113734775,1.1371711619659521,1.5980013269326618,1
56,FrCaptL,5.0,5.0,6.0,5.0,1150.0,1328.0,178.0,1.6321063861632599,1.177697509162469,-0.4964347189091171,2.663771255754896,1.92212762567263,1
57,FrCarlE,4.0,4.0,6.0,3.0,752.0,840.0,88.0,0.5519326178142826,1.7892712620143318,-0.1481088334735562,0.30462961460732696,0.9875571716234354,1
58,FrCarlL,4.0,4.0,6.0,3.0,840.0,987.0,147.0,0.5519326178142826,1.7892712620143318,-0.1481088334735562,0.30462961460732696,0.9875571716234354,1
59,FrHallA,1.0,1.0,1.0,1.0,-1000.0,-900.0,100.0,-2.735083718173479,0.29849718179915996,0.03894184007704863,7.480682945417662,-0.8164147818595513,1
60,FrHallB,2.0,2.0,1.0,2.0,-900.0,-700.0,200.0,-1.9558976218425075,-0.10225365446621826,-0.039711026697649934,3.8255355071291763,0.19999767959518178,0
